2.416667	2.416667	
3.041667	3.041667	
3.375000	3.375000	
3.625000	3.625000	
3.875000	3.875000	
4.000000	4.000000	
4.125000	4.125000	
4.458333	4.458333	
4.708333	4.708333	
5.083333	5.083333	
5.291667	5.291667	
5.541667	5.541667	
5.833333	5.833333	
5.958333	5.958333	
6.083333	6.083333	
6.416667	6.416667	
6.708333	6.708333	
7.083333	7.083333	
7.291667	7.291667	
7.541667	7.541667	
7.818474	7.818474	
7.953323	7.953323	
8.082612	8.082612	
8.458333	8.458333	
8.708333	8.708333	
9.083333	9.083333	
9.291667	9.291667	
9.541667	9.541667	
9.791667	9.791667	
9.916667	9.916667	
10.041667	10.041667	
10.416667	10.416667	
10.666667	10.666667	
11.041667	11.041667	
11.291667	11.291667	
11.541667	11.541667	
11.791667	11.791667	
11.916667	11.916667	
12.041667	12.041667	
12.375000	12.375000	
12.666667	12.666667	
13.041667	13.041667	
13.291667	13.291667	
13.541667	13.541667	
13.791667	13.791667	
13.916667	13.916667	
14.041667	14.041667	
14.416667	14.416667	
14.708333	14.708333	
15.041667	15.041667	
15.291667	15.291667	
15.541667	15.541667	
15.791667	15.791667	
15.916667	15.916667	
16.041667	16.041667	
16.416667	16.416667	
16.666667	16.666667	
17.041667	17.041667	
17.291667	17.291667	
17.541667	17.541667	
17.791667	17.791667	
17.958333	17.958333	
18.083333	18.083333	
18.500000	18.500000	
18.708333	18.708333	
19.083333	19.083333	
19.333333	19.333333	
19.541667	19.541667	
19.791667	19.791667	
19.958333	19.958333	
20.083333	20.083333	
20.458333	20.458333	
20.708333	20.708333	
21.041667	21.041667	
21.333333	21.333333	
21.583333	21.583333	
21.791667	21.791667	
21.916667	21.916667	
22.083333	22.083333	
22.458333	22.458333	
22.708333	22.708333	
23.041667	23.041667	
23.291667	23.291667	
23.541667	23.541667	
23.833333	23.833333	
23.958333	23.958333	
24.083333	24.083333	
24.458333	24.458333	
24.708333	24.708333	
25.041667	25.041667	
25.291667	25.291667	
25.541667	25.541667	
25.791667	25.791667	
25.958333	25.958333	
26.083333	26.083333	
26.500000	26.500000	
26.708333	26.708333	
27.083333	27.083333	
27.333333	27.333333	
27.583333	27.583333	
27.833333	27.833333	
27.958333	27.958333	
28.083333	28.083333	
28.458333	28.458333	
28.708333	28.708333	
29.083333	29.083333	
29.333333	29.333333	
29.541667	29.541667	
29.791667	29.791667	
29.958333	29.958333	
30.083333	30.083333	
30.458333	30.458333	
30.666667	30.666667	
31.083333	31.083333	
31.333333	31.333333	
31.583333	31.583333	
31.791667	31.791667	
31.916667	31.916667	
32.041667	32.041667	
32.333333	32.333333	
33.041667	33.041667	
33.625000	33.625000	
34.250000	34.250000	
34.791667	34.791667	
35.333333	35.333333	
35.916667	35.916667	
36.458333	36.458333	
37.000000	37.000000	
37.541667	37.541667	
38.125000	38.125000	
38.666667	38.666667	
39.166667	39.166667	
39.750000	39.750000	
40.250000	40.250000	
40.750000	40.750000	
41.250000	41.250000	
41.708333	41.708333	
42.208333	42.208333	
42.708333	42.708333	
43.208333	43.208333	
43.708333	43.708333	
44.166667	44.166667	
44.666667	44.666667	
45.208333	45.208333	
45.666667	45.666667	
46.166667	46.166667	
46.708333	46.708333	
47.166667	47.166667	
47.708333	47.708333	
49.166667	49.166667	
49.666667	49.666667	
50.166667	50.166667	
50.333333	50.333333	
50.708333	50.708333	
51.791667	51.791667	
52.041667	52.041667	
52.166667	52.166667	
52.458333	52.458333	
52.583333	52.583333	
52.666667	52.666667	
52.833333	52.833333	
52.958333	52.958333	
53.125000	53.125000	
53.416667	53.416667	
53.666667	53.666667	
53.958333	53.958333	
54.208333	54.208333	
54.458333	54.458333	
54.666667	54.666667	
54.791667	54.791667	
54.916667	54.916667	
55.041667	55.041667	
55.375000	55.375000	
55.500000	55.500000	
55.791667	55.791667	
56.083333	56.083333	
